station	id	state	city	owner	website	station_info	subchannels	source	collection_date
KWBU		TX	 Waco	 Brazos Valley Public Broadcsating Foundation	http://www.kwbu.org/	 Digital Educational Full-Power - 1950 kW		stationindex	2023-05-17 12:50:01.701573
KWKO-LP		TX	 Waco	 Equity Media Holdings		 Low-Power - 41 kW		stationindex	2023-05-17 12:50:01.701573
KWKT	" ""FOX 44"""	TX	 Waco	 Nexstar Media Group	https://www.fox44news.com/	 Digital Full-Power - 100 kW	 44.1 KWKT/Fox, 44.2 MyNetworkTV, 44.3 Estrella TV, 44.4 Bounce TV	stationindex	2023-05-17 12:50:01.701573
KNCT		TX	 Belton	 Central Texas College	http://www.knct.org/	 Digital Educational Full-Power - 575 kW		stationindex	2023-05-17 12:50:01.701573
KAXW-LP		TX	 Mullin	 Northstar Media		 Low-Power - 150 kW		stationindex	2023-05-17 12:50:01.701573
WBRZ	" ""News 2"""	LA	 Baton Rouge	 Louisiana Television Broadcasting	http://www.wbrz.com	 Digital Full-Power - 30 kW	 2.1 WBRZ/ABC, 2.2 WBRZ News, 2.3 Weather	stationindex	2023-05-17 12:50:01.701573
WAFB		LA	 Baton Rouge	 Raycom	http://www.wafb.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KZUP-CA	" ""RTN 19"""	LA	 Baton Rouge	 Knight Broadcasting		 Class-A - 150 kW		stationindex	2023-05-17 12:50:01.701573
WBRL-CD	" ""CW 21"""	LA	 Baton Rouge	 Nexstar Media Group	https://www.brproud.com/	 Class-A - 10 kW		stationindex	2023-05-17 12:50:01.701573
WLPB	" ""LPB"""	LA	 Baton Rouge	 Louisiana Public Broadcasting	http://www.lpb.org/	 Digital Educational Full-Power - 2570 kW		stationindex	2023-05-17 12:50:01.701573
WVLA	" ""NBC 33"""	LA	 Baton Rouge	 Knight Broadcasting	http://www.nbc33tv.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
